super_opeid,name,czname,state,par_median,k_median,par_q1,par_top1pc,kq5_cond_parq1,ktop1pc_cond_parq1,mr_kq5_pq1,mr_ktop1_pq1,trend_parq1,trend_bottom40,count,region,female,k_married,par_mean,par_rank,k_mean,k_median_nozero,k_0inc,k_q1,k_q5,k_top1pc,tier_name,type,iclevel,public,barrons,sat_avg_2013,sat_avg_2001,sticker_price_2013,sticker_price_2000,grad_rate_150_p_2013,scorecard_netprice_2013,scorecard_rej_rate_2013,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000
3018,Bowling Green State University,Toledo,OH,92800,42600,3.6034856,1.0810151,20.360081,0.99982852,0.73367262,0.036028676,3.1587031,5.5710297,3610.666666666667,Midwest,0.5663774,0.65048474,114765.6494977266,0.6775960009792706,46836.06726813492,44700,0.073491536,0.081742629,0.29569137,0.0095228525,Selective public,public,4-year,public,4 - Selective,1025.0,960.0,9892.0371,5034.998,0.5409836065573771,13619.098,0.2753,0.0069578728,0.042911381,0.023328286,0.0087146042
116,"Marinello School Of Beauty, Xenon International Academy, International School Of Skin And Nailcare And Hair Professionals Academy",Los Angeles,CA,44200,11400,25.39559,0.43529686,2.8856118,0.013956417,0.73281813,0.0035443148,0.1644254,1.736539,591.3333333333334,West,0.94475758,0.40689608,71783.10046372957,0.4245243035382859,15921.03342937482,17500,0.26452982,0.287406,0.027836489,3.6491416e-05,Less than two-year schools of any type,for-profit,1-year,private,999 - Non-selective,,,,,0.4366898449949297,15748.046,,0.061958421,0.13974625,0.22893155,0.0035353536
1927,Emporia State University,Emporia,KS,80100,37500,5.7322426,0.2374983,12.76732,0.78796923,0.73185366,0.045168307,0.091431722,1.0622447,798.3333333333334,Midwest,0.60918581,0.67057979,88528.54329331941,0.6120018063855819,40396.89580995564,39600,0.077138484,0.085031323,0.20781098,0.0060045179,Selective public,public,4-year,public,4 - Selective,955.0,,5746.0,2218.0,0.4053691275167785,10007.0,0.39309999,0.0059552169,0.035016675,0.036684137,0.021676989
3369,Susquehanna University,Sunbury,PA,113300,52900,3.3380735,3.7654195,21.895475,0.0,0.73088712,0.0,0.12670231,-4.2858009,442.0,Northeast,0.57315236,0.66306734,204270.9816647813,0.7342278415261351,62758.97018170249,55400,0.076302066,0.088137999,0.45572883,0.033850361,Selective private,private non-profit,4-year,private,3 - Selective,,1135.0,40350.0,20440.0,0.7470489038785835,15685.0,0.27669999,0.018640351,0.023026315,0.019188596,0.010416667
5448,Durham Technical Community College,Raleigh,NC,59700,24500,16.234961,0.38116142,4.4948645,0.0,0.72973955,0.0,5.0115399,10.97321,507.3333333333333,South,0.55190539,0.3106795,73778.08322725033,0.5055690445348562,27136.68142503696,28500,0.14609478,0.16064203,0.089016877,0.0020044867,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,2047.0,904.0,0.1156716417910448,5265.0,,0.022583926,0.40712106,0.018107833,0.079145476
3436,Limestone College,Spartanburg,SC,73900,36800,11.880222,0.98202854,6.1391654,0.023117438,0.72934657,0.002746403,3.0081,4.2537441,133.3333333333333,South,0.48374999,0.52594805,104596.1854296875,0.5650815753638745,40063.05763671875,39000,0.071843728,0.078229778,0.1833609,0.008547294,Selective private,private non-profit,4-year,private,4 - Selective,1025.0,950.0,23000.0,10100.0,0.3644444444444445,20332.0,0.46779999,0.0061006611,0.29639044,0.010676157,0.0066090492
10345,Cincinnati State Technical & Community College,Cincinnati,OH,68800,30800,12.702497,0.20667657,5.7298675,0.0064774388,0.72783625,0.00082279649,5.8985977,6.5088034,1566.0,Midwest,0.48999575,0.43960771,76086.00119731801,0.5387472654464854,33154.04604851799,33600,0.10698044,0.1179585,0.16577879,0.0015121094,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,3825.0,3275.0,0.1563663440059568,6027.0,,0.015430711,0.23550561,0.0082397005,0.0053932583
2982,Western Piedmont Community College,Morganton,NC,56900,25400,14.004035,0.14051242,5.1782289,0.0,0.72516102,0.0,6.7946749,9.0639954,326.6666666666667,South,0.54591835,0.50568205,61957.43097895408,0.476572491258991,26659.31828364158,29100,0.15903641,0.17852888,0.093676038,0.0020757925,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,2417.0,905.0,0.2358722358722359,7070.0,,0.026245551,0.10809609,0.0075622774,0.006672598
2978,Wake Forest University,Winston-Salem,NC,191500,71500,1.7875917,16.580261,40.344776,5.6841688,0.72119987,0.10160973,0.37396586,1.6819974,940.6666666666666,South,0.51275688,0.65989584,433526.4192283841,0.844290743095498,100407.6708451453,76500,0.074444391,0.081560016,0.60668963,0.10332924,Other elite schools (public and private),private non-profit,4-year,private,1 - Elite,,1305.0,46200.0,22410.0,0.8646482635796973,21854.0,0.648,0.022760646,0.075134605,0.010279002,0.0088105723
1003,Faulkner University,Montgomery,AL,63500,26300,16.254694,0.23254703,4.4266367,0.052019428,0.71953624,0.0084555987,-2.2593944,-4.7750535,227.6666666666667,South,0.55197656,0.52845579,77458.80235404466,0.5086778151866806,31064.80436436219,32000,0.1550086,0.17314348,0.13771173,0.004370715,Selective private,private non-profit,4-year,private,4 - Selective,,,18750.0,7800.0,0.2286689419795222,18130.0,,0.0029424129,0.38335434,0.0058848257,0.0042034467
2126,Berklee College Of Music,Boston,MA,119300,27400,3.6679511,5.3947115,19.59132,0.0,0.71860003,0.0,1.5927901,2.2476721,519.3333333333334,Northeast,0.22272144,0.41283527,214504.3778281451,0.7461677844778412,38475.06710827183,34100,0.13323189,0.15940674,0.21294174,0.0070821913,Nonselective four-year private not-for-profit,private non-profit,4-year,private,9 - Special,,,38910.0,16625.0,0.4962630792227206,41445.0,0.6383,0.023802441,0.041356739,0.032133292,0.32192799
2512,Stephens College,Columbia,MO,94500,32900,8.2334728,2.7675111,8.711875,0.18888266,0.71728987,0.015551602,-0.79640347,1.039259,100.0,Midwest,0.95999998,0.53839111,122821.2421875,0.6418797771135965,35084.48177083334,34400,0.11388689,0.12809816,0.18172243,0.0046340325,Selective private,private non-profit,4-year,private,3 - Selective,1009.5,1070.0,28510.0,15770.0,0.5855855855855856,21176.0,0.32440001,0.012465374,0.080332413,0.018005541,0.019390581
1036,Samford University,Birmingham,AL,131000,40800,2.8684683,6.9641604,24.988703,0.0,0.716793,0.0,0.027174938,-2.0055745,632.0,South,0.61919832,0.77055091,221271.6075372495,0.7785671628728698,54474.03270866298,46400,0.14314994,0.15946247,0.34341806,0.030634904,Selective private,private non-profit,4-year,private,3 - Selective,1122.5,1125.0,27324.0,,0.6919831223628693,16298.0,0.23029999,0.0062717772,0.062020905,0.0073170732,0.0041811848
23482,Mid-South Community College,West Memphis,AR,38000,20000,30.698633,0.028735489,2.3322148,0.0038014925,0.71595812,0.0011670062,0.12544215,4.7696352,189.3333333333333,South,0.61619717,0.2996473,50871.69496176276,0.3832761153683696,23760.01916675837,24600,0.12909582,0.14913514,0.064588621,0.0022855622,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,3034.0,1086.0,0.0809859154929578,10035.0,,0.0054054055,0.51891893,0.0,0.0054054055
1785,"Anderson University of Anderson, IN",Muncie,IN,88400,34900,5.271863,1.5878981,13.535394,0.0,0.71356744,0.0,-2.5525751,-3.1808813,448.6666666666667,Midwest,0.57652301,0.70850742,116464.4858957095,0.6649677857955887,40006.88166326151,39600,0.12053148,0.13657539,0.22340703,0.005822205,Selective private,private non-profit,4-year,private,4 - Selective,1030.0,,26850.0,14680.0,0.5678496868475992,20389.0,0.44549999,0.00430622,0.042583734,0.0081339711,0.0090909088
5464,Richmond Community College,Fayetteville,NC,37800,21700,28.684,0.15698068,2.4870327,0.010776054,0.71338046,0.0030910033,2.4562047,1.2652557,199.3333333333333,South,0.66889632,0.32671088,50902.11493389423,0.3740208011407118,23405.17127403846,25100,0.17054324,0.18772385,0.071836188,0.0017849684,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,2382.0,798.0,0.1603053435114504,6489.0,,0.0097378278,0.31685394,0.0089887641,0.0
1709,Lincoln College,Springfield,IL,81800,27600,8.8708668,1.5091157,8.0397425,0.19546366,0.71319485,0.017339321,8.5343151,19.728933,336.0,Midwest,0.48809522,0.45176059,119789.3926013765,0.6085358891813528,31209.9112703838,30300,0.10383223,0.12570128,0.12785035,0.0042269751,Nonselective four-year private not-for-profit,private non-profit,4-year,private,999 - Non-selective,,,17500.0,11100.0,,13646.0,0.12530001,0.018811882,0.12772277,0.022772277,0.013861386
2984,University Of North Carolina At Wilmington ,Wilmington,NC,106500,41700,3.6087096,1.8397405,19.721117,0.0,0.71167785,0.0,0.44954023,-2.2459612,1666.666666666667,South,0.62080002,0.59900403,142310.55314375,0.7174676807761191,47707.67405937501,44200,0.088261746,0.099900343,0.30616546,0.011134278,Selective public,public,4-year,public,3 - Selective,1190.0,1095.0,6392.0,2360.0,0.7098797699947725,7958.0,0.45809999,0.011987585,0.050305042,0.01498448,0.006850048
3037,College Of Wooster ,Canton,OH,108100,47200,3.5116892,3.5055625,20.13604,0.0,0.70711517,0.0,0.52876341,-0.47232014,419.6666666666667,Midwest,0.52025419,0.59345227,169626.4078757943,0.7362371346513084,53231.68781647141,49200,0.080230944,0.081884071,0.37776667,0.016152257,Selective private,private non-profit,4-year,private,3 - Selective,1210.0,1180.0,43350.0,21520.0,0.7504587155963303,11364.0,0.43669999,0.01687534,0.038649973,0.0065323897,0.075666845
3259,Eastern University,Philadelphia,PA,93900,33300,4.453207,2.2081082,15.875813,2.4666841,0.70698279,0.10984654,6.730289,7.8073411,340.6666666666667,Northeast,0.67514676,0.70200974,138814.893048251,0.6709303925298664,39321.63661555162,40100,0.14200024,0.1549949,0.22231211,0.010179953,Selective private,private non-profit,4-year,private,4 - Selective,1035.0,1095.0,29600.0,14600.0,0.55,19245.0,0.35910001,0.012751348,0.13781266,0.03776361,0.016674841
3351,Cairn University,Philadelphia,PA,77100,26500,6.9714842,0.47531113,10.098865,0.16626245,0.70404083,0.011590961,-1.9691679,-7.1332388,196.0,Northeast,0.57312924,0.76966709,96076.0417330995,0.6006354441245397,33441.61844308036,35700,0.18989646,0.22026402,0.15438953,0.0020371368,Selective private,private non-profit,4-year,private,5 - Selective,990.0,1075.0,23245.0,10355.0,0.6756756756756755,17070.0,0.4869,0.022316685,0.11052072,0.0074388948,0.034006376
1588,Piedmont College,Gainesville,GA,81400,36000,7.2931261,0.81365526,9.6442318,0.016119136,0.70336598,0.0011755888,4.4654093,0.73097515,139.3333333333333,South,0.59808612,0.62659401,100004.1550538278,0.6167032653064819,39021.91327751197,39900,0.10334238,0.1080059,0.18874159,0.0031350248,Selective private,private non-profit,4-year,private,4 - Selective,955.0,,21350.0,,0.4611111111111111,14919.0,0.38820001,0.011695907,0.078947365,0.011695907,0.0
7572,American Musical & Dramatic Academy,New York,NY,88800,26000,6.8494349,1.0904926,10.258131,0.1176759,0.70262402,0.008060134,10.776264,11.207361,270.5,Northeast,0.65619224,0.36969981,115011.5703125,0.6444831291834513,32574.365234375,28400,0.11309198,0.1321405,0.15337363,0.0060805362,Nonselective four-year private not-for-profit,private non-profit,4-year,private,999 - Non-selective,,,32620.0,14900.0,,29726.0,0.73970002,0.027303753,0.073378839,0.059726961,0.12286689
2541,"Concordia University of Seward, NE",Lincoln,NE,75500,36500,4.093502,0.22599657,17.163689,0.0,0.70259595,0.0,-1.4107336,-7.6761103,262.3333333333333,Midwest,0.55400252,0.78544164,86492.41057814486,0.6039256915506899,40552.95713051938,38300,0.072286725,0.084411055,0.25576106,0.0069147255,Selective private,private non-profit,4-year,private,4 - Selective,970.0,,25950.0,,0.6363636363636364,14035.0,0.28479999,0.0059322035,0.015254238,0.0059322035,0.00084745762
2907,University Of North Carolina  Asheville,Asheville,NC,90600,36500,5.6571832,2.0387111,12.412783,0.077437781,0.70221388,0.004380797,-0.047757261,-5.3512764,499.3333333333333,South,0.56408542,0.55898976,125395.030723256,0.6497008127666443,40713.99567652703,39600,0.12532501,0.1315763,0.2293264,0.0065212455,Selective public,public,4-year,public,3 - Selective,1195.0,1160.0,6392.0,1993.0,0.5954465849387042,7134.0,0.35969999,0.011093991,0.036055472,0.012942989,0.013251156
10489,National College,Lexington-Fayette,KY,39100,15500,30.423603,0.051750198,2.3040819,0.045242928,0.70098478,0.013764529,8.4739714,8.3769951,242.6666666666667,South,0.86813188,0.40255103,43822.68748926855,0.3388554800997723,18559.32700624571,19900,0.22039807,0.24229906,0.03139792,0.00029615415,Four-year for-profit,for-profit,4-year,private,999 - Non-selective,,,11550.0,5013.0,,18916.0,,0.012188044,0.13929193,0.011027278,0.0
98,Illinois And Ohio Center For Broadcasting,Denver,CO,65800,24000,16.603237,0.45623797,4.19279,3.1578753,0.69613892,0.52430958,1.8630061,6.672368,97.5,West,0.36923078,0.30883443,78434.73697916667,0.5369035998980204,25020.021484375,27800,0.14914258,0.15407501,0.049064979,0.0067293337,Less than two-year schools of any type,for-profit,1-year,private,999 - Non-selective,,,15557.0,9845.5,,15937.103,,0.014255698,0.17370397,0.061118416,0.0022075055
3434,Furman University,Greenville,SC,156700,48100,2.213264,10.985211,31.265175,1.7154336,0.6919809,0.037967075,0.064424425,0.2573002,638.0,South,0.56217349,0.69398355,290693.5642143417,0.8066314042797907,61112.92317912421,52600,0.10836627,0.11799438,0.41970924,0.046911817,Highly selective private,private non-profit,4-year,private,2 - Highly Selective,,1265.0,44668.0,19156.0,0.8426323319027181,13167.0,0.3603,0.016134815,0.057009682,0.011832198,0.011473646
1961,Centre College Of Kentucky,Danville,KY,111000,49400,2.5133078,4.7270927,27.520584,5.5577021,0.69167703,0.13968217,0.020595521,-4.5299439,246.6666666666667,South,0.55000001,0.6840238,192429.8266047297,0.7441823786980397,65580.23923669764,53400,0.097180918,0.10100044,0.41545916,0.048480187,Highly selective private,private non-profit,4-year,private,2 - Highly Selective,1225.0,1250.0,37120.0,16900.0,0.8196202531645569,17161.0,0.3143,0.0094786733,0.033175357,0.0037914691,0.014218009
3431,Converse College,Spartanburg,SC,93000,32700,7.8901567,2.523875,8.7477541,0.0,0.69021147,0.0,3.3530984,6.1309958,145.0,South,0.99310344,0.64285815,122906.4331716954,0.6450714566241735,33228.20434177443,35700,0.13813408,0.16182052,0.14222899,0.002318711,Selective private,private non-profit,4-year,private,3 - Selective,1040.0,,16500.0,15840.0,0.6193548387096774,16974.0,0.4799,0.012841091,0.10112359,0.020866774,0.0
5389,Gateway Technical College,Kenosha,WI,73100,26900,11.707708,0.12663652,5.8780737,0.00040649294,0.68818772,4.7591006e-05,2.6117923,3.3106163,1012.333333333333,Midwest,0.55745804,0.43159407,76312.4397431676,0.5583577165291189,30017.00182578923,31000,0.13468942,0.15310487,0.14407808,0.00118196,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,4009.0,2055.0,0.2345215759849906,7006.0,,0.0074899844,0.075596586,0.060790803,0.0
2953,William Peace University,Raleigh,NC,105900,34700,6.0932608,3.0164707,11.250123,0.0,0.68549931,0.0,9.9253912,18.064734,132.3333333333333,South,0.99748111,0.60922098,166444.0408139169,0.7051440981833701,37095.69727054471,38700,0.14256428,0.15920147,0.19121248,0.0032799041,Nonselective four-year private not-for-profit,private non-profit,4-year,private,999 - Non-selective,890.0,930.0,24650.0,9924.0,0.4327485380116959,15195.0,0.091399997,0.016583748,0.084577113,0.0066334992,0.0
25578,Art Institute Of York  - Pennsylvania,Harrisburg,PA,74500,30800,5.216516,0.58276546,13.12511,0.39670888,0.68467343,0.020694381,7.0732312,10.682622,194.0,Northeast,0.55154639,0.52949655,87538.40199473799,0.5855355689820555,33476.07954118342,32800,0.10585229,0.11474536,0.14259419,0.0054272525,Four-year for-profit,for-profit,4-year,private,999 - Non-selective,,,17344.0,11700.0,,23336.0,,0.015053763,0.025806451,0.010752688,0.0021505377
3986,DeSales University,Allentown,PA,98800,51100,3.5594914,0.84400338,19.232121,0.24315424,0.6845656,0.0086550545,1.1372353,-0.10884912,281.5,Northeast,0.52930731,0.58771598,126097.4244791667,0.7025127212206522,57122.1015625,53000,0.052667584,0.054154627,0.40697128,0.022079157,Selective private,private non-profit,4-year,private,4 - Selective,1020.0,1080.0,32350.0,14790.0,0.7033248081841432,20017.0,0.242,0.0096308189,0.011235955,0.016051365,0.00053504546
22884,Gwinnett Technical College,Atlanta,GA,80600,28800,7.6562872,0.34038016,8.9102821,0.0,0.6821968,0.0,6.7778387,13.229791,608.6666666666666,South,0.44742608,0.52343118,92078.10095923468,0.6032606206940403,31568.18083199274,33100,0.14530189,0.16120595,0.153487,0.001072515,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,2796.0,1053.0,0.1823104693140794,5611.0,,0.078936435,0.16078106,0.057748236,0.0
2240,Bay De Noc Community College,Marquette,MI,64800,27200,14.342722,0.29567367,4.7549224,0.042416554,0.68198538,0.0060836887,0.6395545,3.4145453,368.5,Midwest,0.53595656,0.55363101,73573.13020833333,0.5138029058774313,30487.01822916667,30500,0.10150835,0.10759547,0.15655923,0.0019034822,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,6754.0,2560.0,0.2065727699530517,6035.0,,0.0028943559,0.001447178,0.0028943559,0.0028943559
2235,Albion College,Kalamazoo,MI,120700,48900,2.2652307,2.9275217,30.077225,0.51234561,0.68131846,0.011605809,3.8333197,2.4440989,398.0,Midwest,0.56407034,0.67621833,159765.4010416667,0.7385893861452738,59085.63802083334,52700,0.074271537,0.080197066,0.38888973,0.030884888,Selective private,private non-profit,4-year,private,3 - Selective,1130.0,1150.0,37300.0,18892.0,0.736,18614.0,0.43610001,0.021639343,0.021639343,0.0072131148,0.0065573771
4988,Central Virginia Community College,Lynchburg,VA,68600,29200,10.964057,0.2676726,6.2021446,0.0035342849,0.68000668,0.000387501,2.0433414,1.1079328,625.6666666666666,South,0.53596163,0.55700481,78032.30586124801,0.5449521345982986,31931.28289199853,32400,0.11495826,0.12961659,0.1437521,0.0018519018,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,4245.0,1223.0,0.2473118279569893,4111.0,,0.013523858,0.16483797,0.0061240112,0.0048481757
1848,"Southeastern Community College of West Burlington, IA",Burlington,IA,66600,28700,11.736683,0.18177773,5.7855258,0.50983036,0.67902881,0.059837166,4.668426,5.5145721,563.0,Midwest,0.55654234,0.55694216,70250.80711127147,0.52560965029568,31348.48080756919,31500,0.10535993,0.11997527,0.12981375,0.0013475114,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,4590.0,2046.0,0.2811671087533156,6911.0,,0.012613323,0.028774142,0.017737485,0.0035474971
3164,Oklahoma Baptist University,Oklahoma City,OK,91700,39500,5.5161223,1.0045005,12.274143,1.9445164,0.67705673,0.1072619,-1.6894294,-4.9250274,341.0,South,0.60557187,0.79776967,117229.0234375,0.6740015149116516,43727.62760416666,44500,0.11983211,0.14161961,0.27037227,0.019110955,Selective private,private non-profit,4-year,private,3 - Selective,1113.0,,22800.0,9488.0,0.546031746031746,13348.0,0.43540001,0.019066734,0.03110888,0.015052685,0.010536879
3861,"Marian University of Fond Du Lac, WI",Oshkosh,WI,80900,38900,5.7938519,0.76405555,11.67961,0.12324309,0.67669934,0.0071405224,1.2612882,1.0171753,200.3333333333333,Midwest,0.71381032,0.63236618,99092.84120216304,0.6264440920110946,40394.32172290974,40900,0.064006098,0.073045924,0.22652507,0.0025740913,Selective private,private non-profit,4-year,private,5 - Selective,,,25930.0,12939.0,0.4887218045112782,15644.0,0.2439,0.0066545676,0.030248035,0.019358741,0.018753782
2779,Nazareth College Of Rochester,Buffalo,NY,100500,45400,4.527235,1.2079916,14.871888,0.20275132,0.67328531,0.0091790287,0.48768926,-1.8461072,350.3333333333333,Northeast,0.74024737,0.67467672,125568.3928252854,0.6795547474689647,47696.97700478711,47400,0.06403257,0.068192393,0.29557303,0.0084481146,Selective private,private non-profit,4-year,private,3 - Selective,,1140.0,30562.0,14642.0,0.6798245614035088,16517.0,0.3161,0.012565445,0.036649216,0.021989528,0.0020942409
2315,Schoolcraft College,Detroit,MI,97500,32200,5.2830324,0.47878572,12.723028,0.03362916,0.6721617,0.0017766395,5.7590232,9.8045321,1723.666666666667,Midwest,0.48056468,0.49585739,109170.4071232595,0.6768346876222975,35921.62176758001,37100,0.13069491,0.14647058,0.20837723,0.0034673538,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,4734.0,2040.0,0.1711273317112733,2833.0,,0.024844721,0.05922804,0.016526176,0.00011091393
2078,Loyola University Maryland,Baltimore,MD,151200,69800,1.6884406,7.546936,39.801781,5.0672898,0.67202944,0.085558169,0.11138271,-0.99181503,826.0,South,0.57102501,0.6423263,246805.2240844431,0.8193210154843965,87061.61625113498,75100,0.068942681,0.074604161,0.61900854,0.071334913,Highly selective private,private non-profit,4-year,private,2 - Highly Selective,,1220.0,44090.0,21800.0,0.8437180796731358,23191.0,0.41999999,0.016973533,0.050345223,0.015535098,0.014096662
2353,Gustavus Adolphus College,Mankato,MN,114000,53100,2.1438348,3.7000399,31.143436,5.1903763,0.66766387,0.1112731,1.0850384,0.88799661,605.6666666666666,Midwest,0.56466705,0.71230143,166242.1424394606,0.7479443159743725,65684.32144546299,55800,0.056929704,0.064804271,0.47411871,0.041656069,Highly selective private,private non-profit,4-year,private,2 - Highly Selective,,,40400.0,18330.0,0.8228228228228227,14989.0,0.3678,0.031407036,0.010887772,0.0087939696,0.016331658
2817,St. Bonaventure University,Olean,NY,103300,52000,3.550329,1.2420256,18.783072,0.12255537,0.66686088,0.0043511186,4.0289583,3.8330491,471.5,Northeast,0.50583243,0.57125866,140831.3854166667,0.722845713297526,58761.8671875,54600,0.06169676,0.067851625,0.42354891,0.02336897,Selective private,private non-profit,4-year,private,5 - Selective,1050.0,,30475.0,15140.0,0.6660341555977229,14693.0,0.2001,0.0049954588,0.011353315,0.0081743868,0.012261581
3527,Tusculum College,Johnson City,TN,67600,37100,12.882262,0.64569145,5.1714258,0.031654458,0.6661967,0.0040778103,6.4575901,6.2931204,189.0,South,0.41534391,0.54885477,84102.00520833333,0.5522476037343343,40601.72005208334,39500,0.088039801,0.09202598,0.21054564,0.0025687998,Selective private,private non-profit,4-year,private,4 - Selective,934.0,,22670.0,,0.3391003460207612,17415.0,0.2775,0.0021786492,0.098039217,0.0029048657,0.023238925
21006,"Carrington College of Mesa, AZ",Phoenix,AZ,40200,20100,28.016748,0.16206865,2.3623884,0.030845828,0.6618644,0.0086419983,-4.4548235,-9.658308,477.5,West,0.87958115,0.32555488,53505.63020833334,0.3738579750061035,21676.529296875,25800,0.19514444,0.20862493,0.051658399,0.0011754918,Two-year for-profit,for-profit,2-year,private,999 - Non-selective,,,,,0.5,22658.984,0.0,0.012833169,0.060217176,0.28134254,0.0019743338
3719,Longwood University,South Boston,VA,105700,41800,3.0979123,0.8542369,21.304132,2.6510437,0.65998334,0.082127005,0.11988153,-2.0738828,784.0,South,0.65858841,0.66737461,124142.6006058674,0.7159955878140165,45639.82162122661,43100,0.083585449,0.094447955,0.27516556,0.0071860012,Selective public,public,4-year,public,4 - Selective,1010.0,1070.0,11580.0,4003.0,0.6341463414634146,11853.0,0.1864,0.020962503,0.088869207,0.017124299,0.0056096842
1681,"Highland Community College of Freeport, IL",Rockford,IL,62700,28500,12.10416,0.079452448,5.43712,0.019390842,0.65811777,0.0023470987,3.7768919,3.6145027,345.0,Midwest,0.59710145,0.49719694,70253.53645833333,0.5001485049724579,31383.01171875,31900,0.11044777,0.12958367,0.14074907,0.0022793657,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,4911.0,4847.0,0.3659147869674185,4185.0,,0.0042389212,0.071676299,0.010019268,0.0015414258
4731,Daniel Webster College,Manchester,NH,93800,50300,4.1364136,1.4693948,15.81502,0.55927837,0.65417457,0.023134066,1.6615831,-2.2090423,140.0,Northeast,0.18809524,0.56111228,160458.8372767857,0.6770222577310744,57845.16799665178,56100,0.07304766,0.077871345,0.45466211,0.010275435,Four-year for-profit,for-profit,4-year,private,4 - Selective,,1060.0,15630.0,16570.0,0.5355648535564853,21709.0,0.40079999,0.015468608,0.024567788,0.015468608,0.016378526
5387,Northcentral Technical College,Wausau,WI,69200,34000,7.7402325,0.14895283,8.4115982,0.028067516,0.65107721,0.0021724908,3.1801589,6.2817631,480.1666666666667,Midwest,0.52690041,0.60646373,74459.95700820028,0.5471648049412482,35865.87861202707,36100,0.079174481,0.084699839,0.16759819,0.00045512908,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,4148.0,3076.0,0.3591269841269841,8859.0,,0.016749542,0.0034022508,0.0039256741,0.0060193664
3670,Brigham Young University,Provo,UT,119600,32600,2.2001562,4.7407551,29.567873,2.0634587,0.65053946,0.045399312,-0.28843296,-2.4736893,5924.666666666667,West,0.54861033,0.84456772,197843.0225232432,0.7680162504806661,49451.49039502926,53900,0.27070779,0.29219255,0.3516413,0.034488034,Selective private,private non-profit,4-year,private,3 - Selective,1260.0,,5000.0,2940.0,0.7796664528543938,9848.0,0.50580001,0.023005929,0.0026273241,0.022601726,0.030955268
2912,Brevard College,Asheville,NC,93900,29300,7.730525,2.9310727,8.412838,0.036743883,0.65035653,0.0028404952,-2.165782,-1.208667,119.0,South,0.464986,0.48098892,193567.7092086835,0.6770753802037707,33265.85138195904,30700,0.13831177,0.15811613,0.1571601,0.0062218718,Nonselective four-year private not-for-profit,private non-profit,4-year,private,999 - Non-selective,,984.0,26170.0,11500.0,0.4319526627218935,16688.0,0.55110002,0.0,0.08028169,0.011267605,0.043661971
3677,Utah State University,Logan,UT,91300,30100,3.8503442,1.436146,16.843842,0.65351909,0.64854592,0.025162736,-0.81516492,-3.6953151,2622.0,West,0.55606407,0.79703969,119942.3446617563,0.6705063868350968,38713.92742598684,41900,0.22248484,0.24491775,0.2616896,0.012420968,Selective public,public,4-year,public,5 - Selective,1050.0,,6384.0,2403.0,0.540129151291513,9895.0,0.032600001,0.012009161,0.0046360944,0.018153382,0.024353459
3733,Randolph - Macon College,Richmond,VA,121700,51200,2.4701793,3.942436,26.215876,0.3902998,0.64757913,0.0096411053,0.64247143,2.5488536,245.5,South,0.51323831,0.69598776,271040.2083333333,0.7796853184700012,58321.68229166666,52200,0.060768571,0.065199986,0.41604608,0.01142469,Selective private,private non-profit,4-year,private,4 - Selective,1085.0,1094.0,36340.0,18350.0,0.6224489795918368,19950.0,0.36300001,0.011955594,0.051238257,0.0068317675,0.019641332
3127,University Of Dayton,Dayton,OH,128400,57300,1.7676986,6.2344732,36.603157,2.3374734,0.64703357,0.041319489,0.080436699,-2.6302121,1577.0,Midwest,0.5189178,0.69250166,212071.4411890985,0.7851212961405133,68792.80350844166,61200,0.069880113,0.077770635,0.51601279,0.043864775,Selective private,private non-profit,4-year,private,3 - Selective,1145.0,1145.0,37230.0,16070.0,0.7674418604651163,21408.0,0.47029999,0.011067525,0.034743626,0.020033622,0.008265621
1833,"Saint Joseph's College of Rensselaer, IN",Gary,IN,94000,43200,3.3273168,1.1515433,19.426825,0.24014062,0.64639199,0.0079902392,3.7777569,5.0997138,166.5,Midwest,0.53153151,0.69097096,110235.3046875,0.6778273185094198,50489.2890625,46400,0.084732525,0.087767914,0.33788919,0.0033776527,Selective private,private non-profit,4-year,private,4 - Selective,1001.5,1000.0,27485.0,15075.0,0.4366666666666667,11085.0,0.3581,0.0064171124,0.045989305,0.028877005,0.0032085562
